player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp
AW-0275,Aaron,Wallace,A.Wallace,LB,,74,242,7/8/1993,4.59,25,36,130,4.27,7.45,0,0,222,UCLA,Pacific 12,2016,INA,INA,0,0
AW-0287,Abraham,Wallace,A.Wallace,DB,,72,190,6/9/1996,4.53,0,0,0,4.18,6.78,30.75,9.75,0,West Alabama,,2019,INA,INA,0,0
AW-0300,Al,Wallace,A.Wallace,DL,,77,275,3/25/1974,0,0,0,0,0,0,0,0,0,Maryland,Atlantic Coast (ACC),1997,INA,INA,0,0
AW-0400,Andrew,Walter,A.Walter,QB,,78,230,5/11/1982,4.76,0,0,0,0,0,0,0,69,Arizona State,Pacific 10,2006,INA,INA,0,0
AW-0450,Austin,Walter,A.Walter,RB,,68,202,8/17/1996,4.54,15,31,105,4.38,7.03,29.375,9.25,0,Rice,Conference USA (C-USA),2019,NYG,PS,0,5
AW-0500,Anthony,Walters,A.Walters,DB,,73,200,9/19/1988,4.52,19,36.5,126,0,0,0,0,0,Delaware,Colonial Athletic (CAA),2011,INA,INA,0,0
AW-0525,Aca'Cedric,Ware,A.Ware,RB,,72,203,,4.63,12,32,113,4.25,7.19,31.5,9.125,0,USC,Pacific 12,2019,INA,INA,0,0
AW-0550,Adolphus,Washington,A.Washington,DL,,75,301,11/24/1994,5.11,21,28,99,4.79,8.06,34.5,9.875,80,Ohio State,Big Ten,2016,INA,INA,0,0
AW-0600,Anthony,Waters,A.Waters,LB,,74,241,7/25/1984,4.59,25,0,0,0,0,0,0,96,Clemson,Atlantic Coast (ACC),2008,INA,INA,0,0
AW-0650,Armani,Watts,A.Watts,DB,,70,202,3/19/1996,4.64,13,35,120,4.31,7.09,31,8.75,124,Texas A&M,Southeastern (SEC),2018,KC,SS,23,3
AW-0675,Armon,Watts,A.Watts,DL,,77,300,7/22/1996,5.23,20,0,0,0,0,33.375,9.625,190,Arkansas,Southeastern (SEC),2019,MIN,NT,96,3
AW-0700,Andre,Weathers,A.Weathers,DB,,72,190,8/6/1976,4.65,0,32,119,4.03,7.03,0,0,205,Michigan,Big Ten,1999,INA,INA,0,0
AW-0800,Anthony,Weaver,A.Weaver,DL,,75,290,7/28/1980,4.95,24,32.5,109,4.31,7.37,0,0,52,Notre Dame,FBS Independents,2002,INA,INA,0,0
AW-0830,Adam,Weber,A.Weber,QB,,75,221,8/3/1987,4.71,0,39,113,4.45,7.37,0,0,0,Minnesota,Big Ten,2011,INA,INA,0,0
AW-0865,Alex,Wesley,A.Wesley,WR,,71,178,10/27/1995,4.45,13,38.5,125,4.44,7.4,31.25,9,0,Northern Colorado,Big Sky,2019,INA,INA,0,0
AW-0882,Antoine,Wesley,A.Wesley,WR,,76,206,10/22/1997,4.68,6,37,117,4.26,7.07,34,9.75,0,Texas Tech,Big 12,2019,BAL,PS,84,5
AW-0900,Austin,Wheatley,A.Wheatley,TE,,75,254,11/16/1977,4.66,0,32.5,121,4.18,6.97,0,0,158,Iowa,Big Ten,2000,INA,INA,0,0
AW-0920,Anthony Rashad,White,A.White,DL,,73,336,8/2/1989,5.31,27,29.5,101,4.93,8.01,0,0,0,Michigan State,Big Ten,2013,INA,INA,0,0
AW-0950,Aston,Whiteside,A.Whiteside,DL,,74,257,5/19/1989,4.88,19,33,111,4.5,7.39,0,0,0,Abilene Christian,,2012,INA,INA,0,0
AW-1000,Alvis,Whitted,A.Whitted,WR,,72,185,9/4/1974,0,0,0,0,0,0,0,0,192,North Carolina State,Atlantic Coast (ACC),1998,INA,INA,0,0
AW-1100,Andrew,Whitworth,A.Whitworth,OL,,79,335,12/12/1981,5.16,28,30.5,112,4.84,8.26,0,0,55,LSU,Southeastern (SEC),2006,LA,LT,77,1
AW-1200,Aaron,Williams,A.Williams,DB,,72,204,4/23/1990,4.55,18,37.5,127,4.07,6.72,0,0,34,Texas,Big 12,2011,INA,INA,0,0
AW-1300,Aeneas,Williams,A.Williams,DB,,71,200,1/29/1968,0,0,0,0,0,0,0,0,59,Southern,Southwestern Athletic (SWAC),1991,INA,INA,0,0
AW-1350,Andre,Williams,A.Williams,RB,,71,230,8/28/1992,4.5,0,38,129,4.06,7.27,33.5,9,113,Boston College,Atlantic Coast (ACC),2014,INA,INA,0,0
AW-1400,Andrew,Williams,A.Williams,DL,,74,263,4/18/1979,4.7,29,32,113,4.47,7.53,0,0,89,Miami (FL),Big East,2003,INA,INA,0,0
AW-1406,Andrew,Williams,A.Williams,DL,,76,290,12/31/1995,5.43,25,23.5,93,4.69,7.82,34.75,10.625,0,Auburn,Southeastern (SEC),2019,INA,INA,0,0
AW-1412,Antwione,Williams,A.Williams,LB,,75,240,5/26/1993,4.8,23,35,118,4.58,7.03,0,0,169,Georgia Southern,Sun Belt,2016,INA,INA,0,0
AW-1425,Arthur,Williams,A.Williams,WR,,71,180,11/6/1991,4.42,12,43,132,4.09,6.57,0,0,0,Maine,Colonial Athletic (CAA),2015,INA,INA,0,0
AW-1431,Avery,Williams,A.Williams,LB,,69,224,9/2/1994,4.7,24,29,110,4.33,7.21,0,0,0,Temple,American Athletic,2017,INA,INA,0,0
AW-1437,Andrew,Williamson,A.Williamson,DB,,73,210,11/18/1992,4.48,0,35,124,4.23,6.81,0,0,0,Vanderbilt,Southeastern (SEC),2016,INA,INA,0,0
AW-1450,Avery,Williamson,A.Williamson,LB,,73,246,3/9/1992,4.59,25,30.5,120,4.07,7.11,32.75,9.5,151,Kentucky,Southeastern (SEC),2014,NYJ,RES,54,5
AW-1475,Austin,Willis,A.Willis,WR,,69,175,4/13/1992,4.35,21,39.5,125,4.21,6.98,29.375,9.375,0,Emporia State,,2015,INA,INA,0,0
AW-1500,Adrian,Wilson,A.Wilson,DB,,74,230,10/12/1979,4.53,21,39.5,120,0,0,0,0,64,North Carolina State,Atlantic Coast (ACC),2001,INA,INA,0,0
AW-1600,Al,Wilson,A.Wilson,LB,,72,240,6/21/1977,4.56,17,33,116,4.25,7.31,0,0,31,Tennessee,Southeastern (SEC),1999,INA,INA,0,0
AW-1650,Albert,Wilson,A.Wilson,WR,,69,202,7/12/1992,4.38,10,37.5,123,4.21,7,30.375,9.125,0,Georgia State,Sun Belt,2014,MIA,SWR,15,1
AW-1700,Antonio,Wilson,A.Wilson,LB,,74,247,12/29/1977,4.56,11,0,0,0,0,0,0,106,Texas A&M-Commerce,,2000,INA,INA,0,0
AW-1750,Anthony,Winbush,A.Winbush,LB,,73,249,12/18/1994,4.83,29,34,112,4.33,7.27,0,0,0,Ball State,Mid-American (MAC),2018,INA,INA,0,0
AW-1800,Antoine,Winfield,A.Winfield,DB,,69,180,6/24/1977,4.41,0,37,122,3.95,6.84,0,0,23,Ohio State,Big Ten,1999,INA,INA,0,0
AW-1812,Andrew,Wingard,A.Wingard,DB,,72,209,12/5/1996,4.56,9,36.5,121,4.2,7.08,30.5,8.625,0,Wyoming,Mountain West (MWC),2019,JAC,FS,42,2
AW-1825,Anthony,Wint,A.Wint,LB,,71,231,9/14/1995,4.89,17,35,121,4.41,7.32,0,0,0,Florida International,Conference USA (C-USA),2018,INA,INA,0,0
AW-1850,Ahkello,Witherspoon,A.Witherspoon,DB,,75,198,3/21/1995,4.45,0,40.5,126,4.13,6.93,33,9.875,66,Colorado,Pacific 12,2017,SF,RCB,23,1
AW-1875,Austin,Wolf,A.Wolf,WR,,75,205,10/12/1994,4.52,9,37,121,4.32,7.1,0,0,0,Akron,Mid-American (MAC),2018,INA,INA,0,0
AW-1900,Al,Woods,A.Woods,DL,,76,314,3/25/1987,5.15,23,37,109,4.67,7.45,36,11,123,LSU,Southeastern (SEC),2010,SEA,LDT,72,1
AW-1950,Antwaun,Woods,A.Woods,DL,,73,323,1/3/1993,5,0,27.5,104,0,0,0,0,0,USC,Pacific 12,2016,DAL,RDT,99,1
AW-2000,Andre,Woolfolk,A.Woolfolk,DB,,74,197,1/26/1980,4.47,10,35.5,128,3.96,6.78,0,0,28,Oklahoma,Big 12,2003,INA,INA,0,0
AW-2100,Anthony,Wright,A.Wright,QB,,73,211,2/14/1976,4.67,0,31,116,4.35,7.45,0,0,0,South Carolina,Southeastern (SEC),2000,INA,INA,0,0
AW-2200,Andrew,Wylie,A.Wylie,OL,,78,311,8/19/1994,5.14,20,34,115,4.76,7.46,0,0,0,Eastern Michigan,Mid-American (MAC),2017,KC,LG,77,1
AY-0100,Ashton,Youboty,A.Youboty,DB,LB,73,190,7/7/1984,4.39,11,36,120,4.18,6.96,0,0,70,Ohio State,Big Ten,2006,INA,INA,0,0
AY-0200,Albert,Young,A.Young,RB,,70,209,2/25/1985,4.55,0,0,0,0,0,0,0,0,Iowa,Big Ten,2009,INA,INA,0,0
AY-0300,Avery,Young,A.Young,OL,,77,328,11/12/1992,5.26,20,25,97,4.9,8.22,0,0,0,Auburn,Southeastern (SEC),2016,INA,INA,0,0
AZ-0025,Adam,Zaruba,A.Zaruba,TE,,77,265,3/31/1991,0,0,0,0,0,0,0,0,0,Simon Fraser,,2017,INA,INA,0,0
AZ-0050,Andrew,Zeller,A.Zeller,OL,,77,320,10/29/1993,5.01,19,34,116,4.43,7.21,0,0,0,Maryland,Big Ten,2016,INA,INA,0,0
AZ-0100,Amos,Zereoue,A.Zereoue,RB,,68,212,10/8/1976,4.53,0,0,0,4.09,0,0,0,95,West Virginia,Big East,1999,INA,INA,0,0
AZ-0200,Anthony,Zettel,A.Zettel,DL,,76,277,8/9/1992,4.78,28,30.5,112,4.39,7.63,31.125,9.5,202,Penn State,Big Ten,2016,INA,INA,0,0
BA-0100,Blue,Adams,B.Adams,DB,,69,182,10/15/1979,4.54,0,0,0,0,0,0,0,220,Cincinnati,Conference USA (C-USA),2003,INA,INA,0,0
BA-0125,Bralon,Addison,B.Addison,WR,,69,197,10/12/1993,4.61,13,34.5,116,4.14,6.83,0,0,0,Oregon,Pacific 12,2016,INA,INA,0,0
BA-0150,Babatunde,Aiyegbusi,B.Aiyegbusi,OL,,81,351,5/26/1988,0,0,0,0,0,0,0,0,0,None,,2015,INA,INA,0,0
BA-0200,Branden,Albert,B.Albert,OL,,78,316,11/4/1984,5.17,23,26,111,4.78,7.97,0,0,15,Virginia,Atlantic Coast (ACC),2008,INA,INA,0,0
BA-0250,Bryson,Albright,B.Albright,LB,,76,247,3/15/1994,4.89,18,33,121,4.25,6.87,0,0,0,Miami (OH),Mid-American (MAC),2016,INA,INA,0,0
BA-0300,Brent,Alexander,B.Alexander,DB,,71,189,7/10/1971,0,0,0,0,0,0,0,0,0,Tennessee State,Ohio Valley,1994,INA,INA,0,0
BA-0350,Beau,Allen,B.Allen,DL,,75,333,11/14/1991,5.23,30,31,104,4.5,7.27,0,0,224,Wisconsin,Big Ten,2014,TB,NT,91,2
BA-0375,Brandon,Allen,B.Allen,QB,,73,217,9/5/1992,4.75,0,28,110,4.33,7.06,31.25,8.875,201,Arkansas,Southeastern (SEC),2016,DEN,QB,2,2
BA-0400,Brian,Allen,B.Allen,LB,,72,232,4/1/1978,4.65,25,0,0,0,0,0,0,83,Florida State,Atlantic Coast (ACC),2001,INA,INA,0,0
BA-0500,Brian,Allen,B.Allen,RB,,69,205,4/20/1980,4.46,19,33,112,4.08,6.9,0,0,204,Stanford,Pacific 10,2003,INA,INA,0,0
BA-0550,Brian,Allen,B.Allen,DB,,75,215,10/21/1993,4.48,15,38,127,4.18,6.64,34,10,173,Utah,Pacific 12,2017,INA,INA,0,0
BA-0575,Brian,Allen,B.Allen,OL,,73,298,10/11/1995,5.32,27,26.5,99,4.71,7.81,32.375,9.25,111,Michigan State,Big Ten,2018,LA,C,55,1
BA-0600,Bennie,Anderson,B.Anderson,OL,,77,345,2/17/1977,5.29,0,0,0,0,0,0,0,0,Tennessee State,Ohio Valley,2001,INA,INA,0,0
BA-0700,Brandon,Anderson,B.Anderson,DB,,70,180,12/10/1985,4.42,0,34,123,0,0,0,0,0,Akron,Mid-American (MAC),2009,INA,INA,0,0
BA-0750,Bruce,Anderson,B.Anderson,RB,,71,208,6/20/1997,4.58,22,31,119,4.47,7.23,31.5,9,0,North Dakota State,Missouri Valley,2019,INA,INA,0,0
BA-0800,Bryan,Anderson,B.Anderson,OL,,76,320,3/30/1980,5.32,0,0,0,0,0,0,0,261,Pittsburgh,Big East,2004,INA,INA,0,0
BA-0850,Bryan,Anger,B.Anger,K,,76,208,10/6/1988,4.86,0,0,0,0,0,33.25,9.125,70,California,Pacific 12,2012,HOU,PT,9,1
BA-0862,Blake,Annen,B.Annen,TE,,76,248,5/28/1991,4.41,25,34,120,4.3,7.19,33,9.875,0,Cincinnati,American Athletic,2014,INA,INA,0,0
BA-0875,Boris,Anyama,B.Anyama,LB,,75,232,9/13/1991,4.75,23,37,122,4.38,6.94,0,0,0,Louisiana-Lafayette,Sun Belt,2015,INA,INA,0,0
BA-0900,Brandon,Archer,B.Archer,LB,,72,239,10/30/1983,4.78,18,31.5,110,4.29,6.95,0,0,0,Kansas State,Big 12,2007,INA,INA,0,0
BA-1000,Ben,Archibald,B.Archibald,OL,,75,320,8/26/1978,5.27,0,0,0,0,0,0,0,0,Brigham Young,Mountain West (MWC),2005,INA,INA,0,0
BA-1100,Bruce,Armstrong,B.Armstrong,OL,,76,295,9/7/1965,0,0,0,0,0,0,0,0,23,Louisville,FBS Independents,1987,INA,INA,0,0
BA-1150,Brian,Arnfelt,B.Arnfelt,DL,,76,298,10/11/1989,4.87,38,31,109,4.52,7.77,0,0,0,Northwestern,Big Ten,2013,INA,INA,0,0
BA-1200,B.J.,Askew,B.Askew,RB,,75,233,8/19/1980,4.6,0,0,0,0,0,0,0,85,Michigan,Big Ten,2003,INA,INA,0,0
BA-1300,Baraka,Atkins,B.Atkins,DL,,77,280,9/28/1984,4.69,22,33,112,4.67,7.02,0,0,120,Miami (FL),Atlantic Coast (ACC),2007,INA,INA,0,0
BA-1400,Billy,Austin,B.Austin,DB,,70,195,3/8/1975,0,0,0,0,0,0,0,0,0,New Mexico,Western Athletic,1998,INA,INA,0,0
BA-1450,Blessuan,Austin,B.Austin,DB,,73,198,7/19/1996,4.69,15,35.5,123,0,0,32.5,10,196,Rutgers,Big Ten,2019,NYJ,RES,41,2
BA-1500,Brendon,Ayanbadejo,B.Ayanbadejo,LB,,73,225,9/6/1976,4.67,18,36,117,4.36,7.57,0,0,0,UCLA,Pacific 10,2003,INA,INA,0,0
BB-0100,Billy,Baber,B.Baber,TE,,75,255,1/17/1979,4.76,22,33,106,4.19,7.12,0,0,141,Virginia,Atlantic Coast (ACC),2001,INA,INA,0,0
BB-0200,Brad,Badger,B.Badger,OL,,76,320,1/11/1975,0,0,0,0,0,0,0,0,162,Stanford,Pacific 10,1997,INA,INA,0,0
BB-0300,Boss,Bailey,B.Bailey,LB,,75,233,10/14/1979,4.58,0,42,135,0,0,0,0,34,Georgia,Southeastern (SEC),2003,INA,INA,0,0
BB-0400,Brandon,Bair,B.Bair,DL,,79,272,11/24/1984,4.92,26,28,114,4.37,7.07,0,0,0,Oregon,Pacific 10,2011,INA,INA,0,0
BB-0500,Billy,Bajema,B.Bajema,TE,,77,259,10/31/1982,4.74,16,31.5,113,4.3,7.05,0,0,249,Oklahoma State,Big 12,2005,INA,INA,0,0
BB-0550,Budda,Baker,B.Baker,DB,,70,195,1/10/1996,4.45,15,32.5,114,4.08,6.76,30.75,9,36,Washington,Pacific 12,2017,ARI,FS,32,1
BB-0600,Brandon,Banks,B.Banks,WR,,67,150,12/21/1987,4.37,0,33,113,4.29,6.88,0,0,0,Kansas State,Big 12,2010,INA,INA,0,0
BB-0650,Brandon,Banks,B.Banks,DL,,75,287,7/13/1994,5,26,30.5,107,4.69,7.67,0,0,0,Charlotte,Conference USA (C-USA),2017,INA,INA,0,0
BB-0675,Ben,Banogu,B.Banogu,DL,,75,250,1/19/1996,4.62,23,40,134,4.27,7.02,33.375,9,49,Texas Christian,Big 12,2019,IND,DE,52,3
BB-0700,Brad,Banta,B.Banta,TE,,78,253,12/14/1970,0,0,0,0,0,0,0,0,106,USC,Pacific 10,1994,INA,INA,0,0
BB-0750,Brandon,Barden,B.Barden,TE,,76,251,3/15/1989,4.73,27,34,117,4.26,7.26,0,0,0,Vanderbilt,Southeastern (SEC),2012,INA,INA,0,0
BB-0800,Bryan,Barker,B.Barker,K,,73,202,6/28/1964,0,0,0,0,0,0,0,0,0,Santa Clara,,1990,INA,INA,0,0
BB-0900,Brooks,Barnard,B.Barnard,K,,74,188,11/4/1979,4.71,0,0,0,0,0,0,0,0,Maryland,Atlantic Coast (ACC),2003,INA,INA,0,0
BB-1000,Brandon,Barnes,B.Barnes,LB,,74,240,6/12/1981,0,0,0,0,0,0,0,0,0,Missouri,Big 12,2004,INA,INA,0,0
BB-1025,Brandon,Barnes,B.Barnes,TE,,76,259,5/31/1994,4.72,20,35.5,114,4.69,7.03,0,0,0,Alabama State,Southwestern Athletic (SWAC),2017,INA,INA,0,0
BB-1050,Brad,Bars,B.Bars,DL,,75,263,4/24/1992,4.78,27,32,115,4.3,7.09,0,0,0,Penn State,Big Ten,2015,INA,INA,0,0
BB-1100,Brent,Bartholomew,B.Bartholomew,K,,74,220,10/22/1976,0,0,0,0,0,0,0,0,192,Ohio State,Big Ten,1999,INA,INA,0,0
BB-1200,Brett,Basanez,B.Basanez,QB,,74,215,5/11/1983,4.76,0,34,114,4.23,6.76,0,0,0,Northwestern,Big Ten,2006,INA,INA,0,0
BB-1250,Ben,Bass,B.Bass,DL,,77,283,10/12/1989,0,0,0,0,0,0,0,0,0,Texas A&M,Big 12,2012,INA,INA,0,0
BB-1300,Baron,Batch,B.Batch,RB,,69,200,12/21/1987,4.5,24,39,126,4.32,7.03,0,0,232,Texas Tech,Big 12,2011,INA,INA,0,0
BB-1350,Ben,Beckwith,B.Beckwith,OL,,75,308,12/27/1991,5.39,16,27.5,89,4.78,7.66,0,0,0,Mississippi State,Southeastern (SEC),2015,INA,INA,0,0
BB-1400,Brad,Bedell,B.Bedell,OL,,76,306,2/12/1977,5.07,17,31.5,103,4.58,7.76,0,0,206,Colorado,Big 12,2000,INA,INA,0,0
BB-1500,Beau,Bell,B.Bell,LB,,74,243,5/26/1986,4.78,0,28.5,109,4.56,7.37,0,0,104,UNLV,Mountain West (MWC),2008,INA,INA,0,0
BB-1550,Blake,Bell,B.Bell,TE,,78,252,8/7/1991,4.77,18,33,116,4.32,6.85,33.125,10,117,Oklahoma,Big 12,2015,KC,TE,81,3
BB-1575,Brandon,Bell,B.Bell,LB,,73,231,1/9/1995,4.7,15,32,115,4.33,7.05,0,0,0,Penn State,Big Ten,2017,INA,INA,0,0
BB-1600,Byron,Bell,B.Bell,OL,,77,339,1/17/1989,5.4,20,30.5,102,4.76,7.69,0,0,0,New Mexico,Mountain West (MWC),2011,INA,INA,0,0
BB-1650,B.J.,Bello,B.Bello,LB,,74,230,10/31/1994,4.56,10,33.5,129,4.17,6.71,0,0,0,Illinois State,Missouri Valley,2017,INA,INA,0,0
BB-1700,Brandon,Bennett,B.Bennett,RB,,71,220,2/3/1973,0,0,0,0,0,0,0,0,0,South Carolina,Southeastern (SEC),1998,INA,INA,0,0
BB-1725,Bryan,Bennett,B.Bennett,QB,,74,211,3/6/1992,4.79,0,37,125,4.2,7.13,31,9.5,0,Southeastern Louisiana,Southland,2015,INA,INA,0,0
BB-1750,Bene',Benwikere,B.Benwikere,DB,,71,195,9/3/1991,4.59,10,40.5,122,4.38,6.94,30,9.125,148,San Jose State,Mountain West (MWC),2014,INA,INA,0,0
BB-1775,Beau,Benzschawel,B.Benzschawel,OL,,78,309,9/10/1995,5.24,20,26.5,98,4.74,7.48,33.375,9.625,0,Wisconsin,Big Ten,2019,DET,C,63,2
BB-1800,Brock,Berlin,B.Berlin,QB,,73,215,7/4/1981,4.83,0,30,109,4.42,7.51,0,0,0,Miami (FL),Atlantic Coast (ACC),2007,INA,INA,0,0
BB-1900,Bernard,Berrian,B.Berrian,WR,,73,190,12/27/1980,4.58,0,38,128,4.21,7.34,0,0,78,Fresno State,Western Athletic,2004,INA,INA,0,0
BB-1950,Braxton,Berrios,B.Berrios,WR,,69,184,10/6/1995,4.44,11,36,110,4.18,6.72,28,9.25,210,Miami (FL),Atlantic Coast (ACC),2018,NYJ,SWR,10,2
BB-2000,Bertrand,Berry,B.Berry,DL,LB,75,275,8/15/1975,0,0,0,0,0,0,0,0,86,Notre Dame,FBS Independents,1997,INA,INA,0,0
BB-2050,Brenton,Bersin,B.Bersin,WR,,75,211,5/9/1990,4.67,8,35,119,4.27,7.1,31.25,0,0,Wofford,Southern,2012,INA,INA,0,0
BB-2075,Brennen,Beyer,B.Beyer,LB,,75,255,11/25/1992,4.87,20,33.5,110,4.22,7.09,0,0,0,Michigan,Big Ten,2015,INA,INA,0,0
BB-2100,Bront,Bird,B.Bird,LB,,76,250,3/17/1989,4.79,17,31.5,112,4.42,7.22,0,0,0,Texas Tech,Big 12,2011,INA,INA,0,0
BB-2200,Blaine,Bishop,B.Bishop,DB,,69,197,7/24/1970,0,0,0,0,0,0,0,0,214,Ball State,Mid-American (MAC),1993,INA,INA,0,0
BB-2212,Brandan,Bishop,B.Bishop,DB,,74,205,1/23/1991,4.59,22,32,113,4.18,6.89,0,0,0,North Carolina State,Atlantic Coast (ACC),2013,INA,INA,0,0
BB-2218,Blake,Blackmar,B.Blackmar,OL,,77,330,8/3/1995,5.27,32,26.5,102,4.97,7.94,32.375,9.875,0,Baylor,Big 12,2019,CHI,RES,63,3
BB-2221,Brian,Blechen,B.Blechen,LB,,74,216,9/30/1991,4.77,18,25.5,107,4.42,7.02,0,0,0,Utah,Pacific 12,2015,INA,INA,0,0
BB-2226,B.J.,Blunt,B.Blunt,LB,,72,203,4/21/1995,4.73,16,31.5,108,4.87,7.56,31.75,9.375,0,McNeese,Southland,2019,INA,INA,0,0
BB-2228,Bryce,Bobo,B.Bobo,WR,,73,195,6/21/1995,4.7,9,28.5,116,4.38,7.38,0,0,0,Colorado,Pacific 12,2018,INA,INA,0,0
BB-2231,Briean,Boddy-Calhoun,B.Boddy-Calhoun,DB,,69,193,1/21/1993,4.41,10,35,124,4.22,7.16,0,0,0,Minnesota,Big Ten,2016,INA,INA,0,0
BB-2237,Brandon,Bogotay,B.Bogotay,K,,75,207,4/8/1989,0,0,0,0,0,0,0,0,0,Georgia,Southeastern (SEC),2013,INA,INA,0,0
BB-2250,Brandon,Bolden,B.Bolden,RB,,71,215,1/26/1990,4.5,21,38,119,4.32,6.91,32.25,10,0,Mississippi,Southeastern (SEC),2012,NE,RB,38,3
BB-2300,Brock,Bolen,B.Bolen,RB,,72,233,3/24/1985,4.75,24,31.5,110,4.35,6.95,0,0,0,Louisville,Big East,2009,INA,INA,0,0
BB-2400,Brooks,Bollinger,B.Bollinger,QB,,73,205,11/15/1979,0,0,0,0,0,0,0,0,200,Wisconsin,Big Ten,2004,INA,INA,0,0
BB-2412,Breon,Borders,B.Borders,DB,,71,181,7/22/1995,4.49,12,34,120,4.39,6.98,0,0,0,Duke,Atlantic Coast (ACC),2017,JAC,LCB,31,3
BB-2425,Blake,Bortles,B.Bortles,QB,,77,232,4/28/1992,4.88,0,32.5,115,4.21,7.08,32.875,9.375,3,Central Florida,American Athletic,2014,LA,QB,5,2
BB-2450,Brandon,Bostick,B.Bostick,TE,,75,245,5/3/1989,4.59,19,36,121,4.25,7.41,34.125,0,0,Newberry,,2012,INA,INA,0,0
BB-2462,Ben,Boulware,B.Boulware,LB,,72,236,8/7/1994,4.85,20,29.5,111,4.56,0,30.5,10,0,Clemson,Atlantic Coast (ACC),2017,INA,INA,0,0
BB-2468,Bo,Bower,B.Bower,LB,,74,235,10/31/1994,4.74,19,34.5,114,4.33,7.15,0,0,0,Iowa,Big Ten,2018,INA,INA,0,0
BB-2475,Braedon,Bowman,B.Bowman,TE,,75,239,1/30/1994,4.67,26,35.5,114,4.37,7.1,0,0,0,South Alabama,Sun Belt,2016,INA,INA,0,0
BB-2500,Brant,Boyer,B.Boyer,LB,,73,240,6/27/1971,0,0,0,0,0,0,0,0,177,Arizona,Pacific 10,1994,INA,INA,0,0
BB-2530,Brandon,Boykin,B.Boykin,DB,,69,182,7/13/1990,4.44,0,0,0,0,0,31.5,9.375,123,Georgia,Southeastern (SEC),2012,INA,INA,0,0
BB-2545,Brett,Boyko,B.Boyko,OL,,79,301,8/4/1992,5.51,17,26.5,108,7.91,0,0,0,0,UNLV,Mountain West (MWC),2015,INA,INA,0,0
BB-2552,Bradley,Bozeman,B.Bozeman,OL,,77,319,11/24/1994,5.46,27,24,97,5.17,8.25,0,0,215,Alabama,Southeastern (SEC),2018,BAL,LG,77,1
BB-2560,Brett,Brackett,B.Brackett,TE,,77,246,12/13/1987,4.61,22,34,118,4.24,6.74,0,0,0,Penn State,Big Ten,2012,INA,INA,0,0
BB-2570,Ben,Braden,B.Braden,OL,,78,329,3/9/1994,5.04,25,28,102,4.9,7.85,34,9.875,0,Michigan,Big Ten,2017,GB,PS,71,5
BB-2580,Bam,Bradley,B.Bradley,LB,,74,220,6/26/1994,4.54,18,35,122,4.73,7.28,32.5,10,0,Pittsburgh,Atlantic Coast (ACC),2017,INA,INA,0,0
BB-2600,Bryan,Braman,B.Braman,DL,LB,77,230,5/4/1987,4.74,21,39.5,128,4.36,0,0,0,0,West Texas A&M,,2011,INA,INA,0,0
BB-2700,Bruce,Branch,B.Branch,DB,,71,189,9/14/1978,4.53,0,35,119,4.47,7.12,0,0,0,Penn State,Big Ten,2002,INA,INA,0,0
BB-2712,Ben,Braunecker,B.Braunecker,TE,,75,250,2/7/1994,4.68,20,37.5,121,4.2,6.9,0,0,0,Harvard,Ivy League,2016,CHI,TE,82,3
BB-2725,Bashaud,Breeland,B.Breeland,DB,,71,197,1/30/1992,4.59,11,34.5,123,4.33,7.04,31.75,9,102,Clemson,Atlantic Coast (ACC),2014,KC,RCB,21,1
BB-2750,Beau,Brinkley,B.Brinkley,OL,,76,237,1/25/1990,4.9,17,34.5,119,4.28,7.16,0,0,0,Missouri,Big 12,2012,TEN,LS,48,1
BB-2800,Bubby,Brister,B.Brister,QB,,75,205,8/15/1962,0,0,0,0,0,0,0,0,67,Louisiana-Monroe,Southland,1986,INA,INA,0,0
BB-2900,Blake,Brockermeyer,B.Brockermeyer,OL,,76,295,4/11/1973,0,0,0,0,0,0,0,0,29,Texas,Southwest,1995,INA,INA,0,0
BB-3000,Brian,Brohm,B.Brohm,QB,,74,230,9/23/1985,4.81,0,30,115,4.41,7.13,0,0,56,Louisville,Big East,2009,INA,INA,0,0
BB-3100,Barrett,Brooks,B.Brooks,OL,,77,325,5/5/1972,0,0,0,0,0,0,0,0,58,Kansas State,Big Eight,1995,INA,INA,0,0
BB-3200,Bobby,Brooks,B.Brooks,LB,,74,240,3/3/1976,0,0,0,0,0,0,0,0,0,Fresno State,Western Athletic,1999,INA,INA,0,0
BB-3230,Brandon,Brooks,B.Brooks,OL,,77,343,8/19/1989,4.99,36,32,105,4.53,7.37,0,0,76,Miami (OH),Mid-American (MAC),2012,PHI,RG,79,1
BB-3260,Braylon,Broughton,B.Broughton,DL,,78,272,12/25/1987,4.55,26,36,118,4.3,7.19,0,0,0,Texas Christian,Mountain West (MWC),2012,INA,INA,0,0
BB-3280,Beniquez,Brown,B.Brown,LB,,73,229,4/29/1993,4.69,18,31,110,4.28,7.07,0,0,0,Mississippi State,Southeastern (SEC),2016,INA,INA,0,0
BB-3285,Billy,Brown,B.Brown,WR,,75,254,3/20/1993,4.7,23,29,116,4.48,6.9,33,10.375,0,Shepherd,,2017,IND,RES,48,4
